CKV Laboratory - San Ramon - CA
Original Filename: c:\Home\2023\Hobart_HeatGain\LowTempIdle_DO_6_30
Date:              6/30/23
Test Duration:     999 Minutes
Appliance:         Dishmachine
Energy Type:       Electric
Hood Type:         Wall Canopy
Hood Length:       5
Hood Depth:        5
Flow Rate:         0 Scfm
Flow/RPM Y int:    0
Flow/RPM slope:    3
Flow/Poly Map A:   344.97237
Flow/Poly Map B1:  3.6128
Flow/Poly Map B2:  .000423986
Flow/Poly Map B3:  .000000467134
6/30/23
Supply 1 used for Total Room Flow
Ex Map by Third Order Poly
Enthalpy Calculations Are NOT to be Trusted!
Room dP Filter: Inactive
 
E.sec	Index	Time	Displ.Scfm	Lmua.Scfm	DisplF.Scfm	DisplB.Scfm	LmuaF.Scfm	LmuaB.Scfm	LmuaL.Scfm	LmuaR.Scfm	Displ.Cfm	Lmua.Cfm	Room.Cfm	Ex.Cfm	DisplF.Cfm	DisplB.Cfm	LmuaF.Cfm	LmuaB.Cfm	LmuaL.Cfm	LmuaR.Cfm	Displ.Lbh	Lmua.Lbh	Rm.Lbh	Ex.Lbh	DisplF.Lbh	DisplB.Lbh	LmuaF.Lbh	LmuaB.Lbh	LmuaL.Lbh	LmuaR.Lbh	wDispl	wLmua	wRm	wEx	PpWater	PpSat	RhoDispl	RhoLmua	RhoRm	RhoEx	RhDispl	RhLmua	RhRm	RhEx	DewDispl.F	DewLmua.F	DewRm	DewEx	S1F1.Rpm	S1F2.Rpm	S2F1.Rpm	S2F2.Rpm	Ex.Rpm	Pbar.inHg	ExSp.inw	RmDp.inw	WallFDp.inw	WallBDp.inw	LmuaFDp.inw	LmuaBDp.inw	LmuaLDp.inw	LmuaRDp.inw	NG.inw	AvEx.F	AvTr.F	Ex-Tr.F	ExRange.F	AvTrCor.F	Ex-TrCor.F	NgA.cf	NgB.cf	NgC.cf	NgComp	NgCp	p120.kBh	p208a.kBh	p208b.kBh	pNgA.kBh	pNgB.kBh	pNgC.kBh	pApp.kBh	pMua.kBh	pEx.kBh	pHG.kBh	Bad-pExLate.kBh	Bad-pExSens.kBh	Bad-pExByEnth.kBh	Bad-pHgByEnth.kBh	e120.kB	e208a.kB	e208b.kB	eNgA.kB	eNgB.kB	eNgC.kB	eApp.kB	eMua.kB	eEx.kB	eHG.kB	Bad-eExLate.kB	Bad-eExSens.kB	Bad-eExByEnth.kB	Bad-eHgByEnth.kB	p120.kW	p208a.kW	p208b.kW	e120.kWh	e208a.kWh	e208b.kWh	tEx1	tEx2	tEx3	tEx4	tEx5	tEx6	tEx7	tEx8	tEx9	tEx10	tEx11	tEx12	tTrAup	tTrAmid	tTrAlow	tTrBup	tTrBmid	tTrBlow	tTrCup	tTrCmid	tTrClow	tTrDup	tTrDmid	tTrDlow	tS2F1	tDispl	tDewCh21	tDewCh22	tS2F2	tLmua	tNg	t26ApF	t27ApR	t34HdL	t35HdC	t36HdR	t37ApL	t38	t39	t40	Bad-TreeEnthalpy	Bad-ExEnthalpy	DewTran-R	DewTran-W	
16240	02649	7:24:46 PM	713	159	713	0	0	0	159	0	733	166	735	2316	733	0	0	0	166	0	3206	718	3206	10038	3206	0	0	0	718	0	0.00000	0.00670	0.00000	0.00724	0.00770	29.96589	0.072897	0.072166	0.072735	0.072245	0.03	31.82	0.02	35.24	-88.88	46.10	-88.88	48.15	600	0	0	0	500	29.42	0.170	0.001	0.017	0.000	-0.880	-0.880	0.046	0.000	-2.541	77.78	76.49	1.29	0.29	76.49	1.29	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.850	24.418	0.975	25.393	-25.847	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.738	5.177	298.831	127.835	5.182	133.016	-135.405	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.82	77.75	77.77	77.99	77.93	77.75	77.73	77.72	-88.88	-88.88	-88.88	76.39	76.02	75.84	77.59	76.51	75.97	76.96	76.67	76.41	-88.88	75.30	-88.88	-88.88	-88.88	78.54	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.30	0.018362	0.026601	46.098	48.146	
16246	02650	7:24:52 PM	683	165	683	0	0	0	165	0	703	171	704	2316	703	0	0	0	171	0	3074	742	3074	10038	3074	0	0	0	742	0	0.00000	0.00671	0.00000	0.00724	0.00770	29.99891	0.072895	0.072170	0.072737	0.072247	0.03	31.86	0.02	35.23	-88.88	46.13	-88.88	48.14	600	0	0	0	500	29.42	0.172	0.001	0.015	0.000	-0.880	-0.880	0.050	0.000	-2.541	77.78	76.49	1.29	0.29	76.49	1.29	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.975	-0.849	24.427	0.976	25.402	-25.856	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	5.179	298.830	127.876	5.183	133.060	-135.449	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.82	77.75	77.77	77.99	77.92	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.36	76.06	75.84	77.59	76.51	75.97	76.96	76.68	76.42	-88.88	75.33	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.33	0.018362	0.026597	46.126	48.137	
16253	02651	7:24:58 PM	711	165	711	0	0	0	165	0	732	172	734	2316	732	0	0	0	172	0	3201	743	3201	10037	3201	0	0	0	743	0	0.00000	0.00671	0.00000	0.00723	0.00770	29.99794	0.072883	0.072160	0.072726	0.072236	0.03	31.89	0.02	35.19	-88.88	46.14	-88.88	48.11	600	0	0	0	500	29.41	0.180	0.001	0.017	0.000	-0.880	-0.880	0.050	0.000	-2.542	77.78	76.49	1.29	0.29	76.49	1.29	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.975	-0.849	24.419	0.975	25.394	-25.847	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	5.180	298.828	127.923	5.185	133.108	-135.499	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.83	77.75	77.77	77.99	77.92	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.37	76.05	75.83	77.59	76.51	75.97	76.96	76.67	76.42	-88.88	75.33	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.33	0.018362	0.026591	46.141	48.110	
16259	02652	7:25:04 PM	719	151	719	0	0	0	151	0	740	157	742	2316	740	0	0	0	157	0	3237	679	3237	10037	3237	0	0	0	679	0	0.00000	0.00671	0.00000	0.00722	0.00770	29.97492	0.072889	0.072162	0.072728	0.072239	0.03	31.91	0.02	35.15	-88.88	46.16	-88.88	48.07	600	0	0	0	500	29.42	0.172	0.001	0.017	0.000	-0.880	-0.880	0.042	0.000	-2.541	77.78	76.48	1.29	0.29	76.48	1.29	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.849	24.419	0.975	25.394	-25.848	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	5.182	298.827	127.964	5.187	133.151	-135.543	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.82	77.75	77.77	77.99	77.92	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.36	76.03	75.83	77.59	76.51	75.97	76.97	76.67	76.42	-88.88	75.30	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.30	0.018361	0.026579	46.155	48.074	
16264	02653	7:25:10 PM	675	155	675	0	0	0	155	0	694	161	696	2316	694	0	0	0	161	0	3037	696	3037	10041	3037	0	0	0	696	0	0.00000	0.00670	0.00000	0.00721	0.00770	29.92297	0.072919	0.072186	0.072753	0.072263	0.03	31.88	0.02	35.11	-88.88	46.13	-88.88	48.05	600	0	0	0	500	29.43	0.178	0.001	0.015	0.000	-0.880	-0.880	0.044	0.000	-2.542	77.77	76.48	1.30	0.29	76.48	1.30	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.975	-0.849	24.426	0.975	25.402	-25.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	5.183	298.826	127.999	5.188	133.188	-135.580	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.82	77.74	77.77	77.99	77.92	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.36	76.01	75.83	77.59	76.51	75.97	76.97	76.67	76.41	-88.88	75.25	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.25	0.018360	0.026568	46.126	48.047	
16271	02654	7:25:16 PM	690	158	690	0	0	0	158	0	710	165	712	2316	710	0	0	0	165	0	3107	713	3107	10040	3107	0	0	0	713	0	0.00000	0.00670	0.00000	0.00721	0.00770	29.90098	0.072920	0.072180	0.072750	0.072261	0.03	31.81	0.02	35.08	-88.88	46.10	-88.88	48.02	600	0	0	0	500	29.42	0.177	0.001	0.016	0.000	-0.880	-0.880	0.046	0.000	-2.541	77.78	76.48	1.30	0.29	76.48	1.30	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.849	24.423	0.975	25.398	-25.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	5.185	298.824	128.045	5.190	133.235	-135.628	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.82	77.75	77.77	77.99	77.92	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.37	75.99	75.83	77.59	76.51	75.97	76.96	76.67	76.41	-88.88	75.23	-88.88	-88.88	-88.88	78.54	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.23	0.018360	0.026561	46.098	48.020	
16277	02655	7:25:22 PM	709	157	709	0	0	0	157	0	729	163	731	2316	729	0	0	0	163	0	3190	704	3190	10038	3190	0	0	0	704	0	0.00000	0.00670	0.00000	0.00721	0.00770	29.92193	0.072903	0.072162	0.072736	0.072246	0.03	31.80	0.02	35.06	-88.88	46.11	-88.88	48.01	600	0	0	0	500	29.42	0.172	0.001	0.017	0.000	-0.880	-0.880	0.045	0.000	-2.541	77.78	76.48	1.30	0.29	76.48	1.30	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.850	24.426	0.975	25.401	-25.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.740	5.187	298.823	128.085	5.192	133.277	-135.670	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.82	77.75	77.77	77.99	77.93	77.75	77.73	77.71	-88.88	-88.88	-88.88	76.38	76.00	75.83	77.60	76.50	75.97	76.97	76.67	76.42	-88.88	75.25	-88.88	-88.88	-88.88	78.57	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.25	0.018361	0.026560	46.112	48.011	
16283	02656	7:25:29 PM	700	161	700	0	0	0	161	0	720	168	721	2316	720	0	0	0	168	0	3149	726	3149	10040	3149	0	0	0	726	0	0.00000	0.00669	0.00000	0.00721	0.00770	29.95290	0.072915	0.072180	0.072753	0.072262	0.03	31.76	0.02	35.08	-88.88	46.07	-88.88	48.03	600	0	0	0	500	29.43	0.177	0.001	0.016	0.000	-0.880	-0.880	0.047	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.850	24.433	0.976	25.409	-25.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.740	5.189	298.821	128.126	5.193	133.320	-135.714	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.73	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.36	75.99	75.78	77.59	76.50	75.97	76.96	76.67	76.42	-88.88	75.28	-88.88	-88.88	-88.88	78.56	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.28	0.018359	0.026565	46.069	48.029	
16289	02657	7:25:35 PM	713	153	713	0	0	0	153	0	734	159	735	2316	734	0	0	0	159	0	3209	690	3209	10039	3209	0	0	0	690	0	0.00000	0.00669	0.00000	0.00721	0.00770	29.98792	0.072896	0.072166	0.072739	0.072248	0.03	31.78	0.02	35.08	-88.88	46.08	-88.88	48.03	600	0	0	0	500	29.42	0.174	0.001	0.017	0.000	-0.880	-0.880	0.043	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.850	24.434	0.976	25.409	-25.863	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.740	5.190	298.820	128.167	5.195	133.362	-135.757	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.73	77.70	77.83	77.76	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.36	76.00	75.76	77.59	76.50	75.98	76.97	76.67	76.42	-88.88	75.32	-88.88	-88.88	-88.88	78.55	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.32	0.018359	0.026567	46.083	48.029	
16295	02658	7:25:41 PM	710	149	710	0	0	0	149	0	731	155	732	2316	731	0	0	0	155	0	3197	672	3197	10039	3197	0	0	0	672	0	0.00000	0.00669	0.00000	0.00721	0.00770	29.98792	0.072901	0.072171	0.072744	0.072252	0.03	31.74	0.02	35.08	-88.88	46.05	-88.88	48.03	600	0	0	0	500	29.42	0.176	0.001	0.017	0.000	-0.880	-0.880	0.041	0.000	-2.541	77.79	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.976	-0.850	24.438	0.976	25.414	-25.868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.740	5.192	298.818	128.209	5.197	133.405	-135.801	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.76	77.73	77.71	77.84	77.76	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.37	76.00	75.77	77.60	76.50	75.97	76.97	76.67	76.41	-88.88	75.32	-88.88	-88.88	-88.88	78.56	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.32	0.018359	0.026567	46.054	48.029	
16302	02659	7:25:47 PM	712	163	712	0	0	0	163	0	732	170	734	2316	732	0	0	0	170	0	3202	735	3202	10039	3202	0	0	0	735	0	0.00000	0.00669	0.00000	0.00722	0.00770	29.98389	0.072902	0.072174	0.072744	0.072252	0.03	31.80	0.02	35.14	-88.88	46.08	-88.88	48.07	600	0	0	0	500	29.42	0.170	0.001	0.017	0.000	-0.880	-0.880	0.049	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.977	-0.850	24.441	0.976	25.417	-25.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	5.194	298.817	128.257	5.199	133.455	-135.852	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.73	77.70	77.83	77.76	77.78	77.99	77.94	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.36	76.00	75.78	77.60	76.50	75.97	76.97	76.68	76.41	-88.88	75.31	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018359	0.026580	46.083	48.074	
16308	02660	7:25:53 PM	709	163	709	0	0	0	163	0	729	169	731	2316	729	0	0	0	169	0	3190	732	3190	10038	3190	0	0	0	732	0	0.00000	0.00670	0.00000	0.00724	0.00770	29.96089	0.072895	0.072168	0.072735	0.072242	0.03	31.84	0.02	35.20	-88.88	46.10	-88.88	48.12	600	0	0	0	500	29.42	0.170	0.001	0.017	0.000	-0.880	-0.880	0.048	0.000	-2.541	77.78	76.47	1.32	0.29	76.47	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.977	-0.851	24.446	0.977	25.422	-25.876	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	5.196	298.815	128.298	5.200	133.498	-135.896	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.73	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.35	75.96	75.77	77.59	76.49	75.98	76.96	76.67	76.42	-88.88	75.29	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.29	0.018357	0.026594	46.098	48.119	
16313	02661	7:25:59 PM	692	162	692	0	0	0	162	0	712	168	714	2316	712	0	0	0	168	0	3114	729	3114	10037	3114	0	0	0	729	0	0.00000	0.00671	0.00000	0.00724	0.00770	29.94894	0.072895	0.072164	0.072734	0.072240	0.03	31.87	0.02	35.22	-88.88	46.13	-88.88	48.14	600	0	0	0	500	29.42	0.177	0.001	0.016	0.000	-0.880	-0.880	0.048	0.000	-2.541	77.78	76.46	1.32	0.29	76.46	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.977	-0.851	24.455	0.977	25.432	-25.886	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	5.197	298.814	128.333	5.202	133.534	-135.932	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.72	77.70	77.83	77.75	77.77	77.99	77.93	77.75	77.74	77.72	-88.88	-88.88	-88.88	76.33	75.96	75.76	77.59	76.51	75.97	76.96	76.67	76.41	-88.88	75.28	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.28	0.018356	0.026599	46.126	48.137	
16320	02662	7:26:05 PM	703	163	703	0	0	0	163	0	724	170	725	2316	724	0	0	0	170	0	3165	735	3165	10037	3165	0	0	0	735	0	0.00000	0.00672	0.00000	0.00725	0.00770	29.93790	0.072891	0.072158	0.072729	0.072235	0.03	31.94	0.02	35.25	-88.88	46.18	-88.88	48.16	600	0	0	0	500	29.41	0.169	0.001	0.016	0.000	-0.880	-0.880	0.049	0.000	-2.542	77.78	76.46	1.32	0.29	76.46	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.978	-0.851	24.459	0.977	25.437	-25.891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	5.199	298.812	128.380	5.204	133.583	-135.982	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.83	77.75	77.77	77.99	77.93	77.75	77.74	77.72	-88.88	-88.88	-88.88	76.34	75.98	75.74	77.59	76.51	75.97	76.96	76.67	76.42	-88.88	75.27	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.27	0.018356	0.026605	46.184	48.155	
16326	02663	7:26:11 PM	702	152	702	0	0	0	152	0	723	158	724	2316	723	0	0	0	158	0	3161	682	3161	10038	3161	0	0	0	682	0	0.00000	0.00672	0.00000	0.00723	0.00770	29.98292	0.072895	0.072169	0.072738	0.072245	0.03	31.95	0.02	35.20	-88.88	46.18	-88.88	48.12	600	0	0	0	500	29.42	0.174	0.001	0.016	0.000	-0.880	-0.880	0.042	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.978	-0.852	24.465	0.978	25.443	-25.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	5.201	298.811	128.421	5.205	133.626	-136.026	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.73	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.35	76.00	75.74	77.60	76.51	75.97	76.96	76.67	76.41	-88.88	75.31	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018358	0.026593	46.184	48.119	
16332	02664	7:26:18 PM	696	158	696	0	0	0	158	0	716	164	718	2316	716	0	0	0	164	0	3134	710	3134	10040	3134	0	0	0	710	0	0.00000	0.00672	0.00000	0.00723	0.00770	29.98292	0.072906	0.072178	0.072749	0.072257	0.03	31.94	0.02	35.16	-88.88	46.20	-88.88	48.09	600	0	0	0	500	29.42	0.172	0.001	0.016	0.000	-0.880	-0.880	0.045	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.978	-0.852	24.469	0.978	25.446	-25.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.742	5.202	298.809	128.462	5.207	133.669	-136.069	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.35	75.98	75.76	77.59	76.51	75.97	76.96	76.67	76.42	-88.88	75.31	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018358	0.026584	46.198	48.092	
16338	02665	7:26:24 PM	701	160	701	0	0	0	160	0	721	166	723	2316	721	0	0	0	166	0	3153	719	3153	10037	3153	0	0	0	719	0	0.00000	0.00673	0.00000	0.00722	0.00770	29.98292	0.072883	0.072155	0.072726	0.072234	0.03	31.98	0.02	35.13	-88.88	46.23	-88.88	48.07	600	0	0	0	500	29.41	0.171	0.001	0.016	0.000	-0.880	-0.880	0.047	0.000	-2.541	77.78	76.47	1.31	0.29	76.47	1.31	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.978	-0.852	24.472	0.978	25.450	-25.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.742	5.204	298.808	128.502	5.208	133.711	-136.112	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.35	75.97	75.75	77.59	76.50	75.97	76.96	76.67	76.42	-88.88	75.31	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018357	0.026578	46.227	48.065	
16344	02666	7:26:30 PM	714	155	714	0	0	0	155	0	734	161	736	2316	734	0	0	0	161	0	3212	696	3212	10041	3212	0	0	0	696	0	0.00000	0.00673	0.00000	0.00721	0.00770	29.95089	0.072920	0.072185	0.072760	0.072267	0.03	31.98	0.02	35.11	-88.88	46.24	-88.88	48.05	600	0	0	0	500	29.43	0.175	0.001	0.017	0.000	-0.880	-0.880	0.044	0.000	-2.541	77.78	76.46	1.32	0.29	76.46	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.979	-0.852	24.477	0.978	25.455	-25.910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.742	5.206	298.806	128.543	5.210	133.753	-136.155	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.74	77.72	77.70	77.83	77.75	77.78	77.99	77.93	77.75	77.74	77.72	-88.88	-88.88	-88.88	76.36	75.94	75.73	77.60	76.50	75.97	76.96	76.67	76.42	-88.88	75.28	-88.88	-88.88	-88.88	78.54	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.28	0.018356	0.026569	46.242	48.047	
16351	02667	7:26:36 PM	701	162	701	0	0	0	162	0	721	168	723	2316	721	0	0	0	168	0	3153	727	3153	10037	3153	0	0	0	727	0	0.00000	0.00675	0.00000	0.00722	0.00770	29.89501	0.072900	0.072155	0.072732	0.072239	0.03	32.02	0.02	35.12	-88.88	46.28	-88.88	48.06	600	0	0	0	500	29.42	0.180	0.001	0.016	0.000	-0.880	-0.880	0.048	0.000	-2.542	77.78	76.46	1.32	0.29	76.46	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.979	-0.853	24.478	0.978	25.456	-25.910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.742	5.208	298.805	128.592	5.212	133.804	-136.207	0.000	0.000	0.000	0.000	0.000	0.000	77.71	77.75	77.72	77.70	77.83	77.75	77.77	77.99	77.93	77.75	77.74	77.72	-88.88	-88.88	-88.88	76.37	75.93	75.71	77.59	76.51	75.97	76.96	76.67	76.42	-88.88	75.22	-88.88	-88.88	-88.88	78.56	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.22	0.018355	0.026575	46.285	48.056	
16357	02668	7:26:42 PM	713	155	713	0	0	0	155	0	733	161	735	2316	733	0	0	0	161	0	3207	697	3207	10038	3207	0	0	0	697	0	0.00000	0.00675	0.00000	0.00722	0.00770	29.86909	0.072910	0.072162	0.072738	0.072245	0.03	32.06	0.02	35.10	-88.88	46.31	-88.88	48.05	600	0	0	0	500	29.42	0.174	0.001	0.017	0.000	-0.880	-0.880	0.044	0.000	-2.542	77.78	76.46	1.32	0.29	76.46	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.979	-0.853	24.483	0.979	25.461	-25.916	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.743	5.209	298.803	128.632	5.214	133.846	-136.250	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.73	77.70	77.83	77.75	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.39	75.93	75.72	77.59	76.51	75.97	76.96	76.67	76.42	-88.88	75.20	-88.88	-88.88	-88.88	78.55	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.20	0.018356	0.026572	46.314	48.047	
16363	02669	7:26:48 PM	696	156	696	0	0	0	156	0	716	162	718	2316	716	0	0	0	162	0	3134	702	3134	10039	3134	0	0	0	702	0	0.00000	0.00676	0.00000	0.00722	0.00770	29.88503	0.072917	0.072172	0.072747	0.072254	0.03	32.10	0.02	35.14	-88.88	46.34	-88.88	48.07	600	0	0	0	500	29.42	0.167	0.001	0.016	0.000	-0.880	-0.880	0.044	0.000	-2.541	77.78	76.47	1.32	0.29	76.47	1.32	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	0.979	-0.853	24.485	0.979	25.464	-25.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.743	5.211	298.802	128.674	5.215	133.889	-136.294	0.000	0.000	0.000	0.000	0.000	0.000	77.72	77.75	77.73	77.71	77.84	77.76	77.78	77.99	77.93	77.76	77.74	77.72	-88.88	-88.88	-88.88	76.40	75.98	75.73	77.59	76.51	75.97	76.97	76.67	76.41	-88.88	75.21	-88.88	-88.88	-88.88	78.55	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.21	0.018358	0.026580	46.342	48.074	
